tanggal,TAVG,RH_AVG,RR,FF_AVG,sumber_file
2025-03-31,26.8,85.0,0.0,2.0,bmkg_2025_03.xlsx
2025-04-01,24.5,94.0,6.4,1.0,bmkg_2025_03.xlsx
2025-04-02,26.4,87.0,11.8,2.0,bmkg_2025_03.xlsx
2025-04-03,26.3,88.0,9.6,2.0,bmkg_2025_03.xlsx
2025-04-04,26.9,84.0,4.6,2.0,bmkg_2025_03.xlsx
2025-04-05,26.5,85.0,0.0,1.0,bmkg_2025_03.xlsx
2025-04-06,26.2,84.0,0.3,2.0,bmkg_2025_03.xlsx
2025-04-07,27.2,83.0,6.8,2.0,bmkg_2025_03.xlsx
2025-04-08,26.8,81.0,0.1,1.0,bmkg_2025_04.xlsx
2025-04-09,27.7,81.0,0.0,2.0,bmkg_2025_04.xlsx
2025-04-10,26.6,87.0,0.0,1.0,bmkg_2025_04.xlsx
2025-04-11,26.5,86.0,0.6,2.0,bmkg_2025_04.xlsx
2025-04-12,26.4,90.0,28.4,2.0,bmkg_2025_04.xlsx
2025-04-13,25.7,90.0,3.0,2.0,bmkg_2025_04.xlsx
2025-04-14,26.6,85.0,2.6,1.0,bmkg_2025_04.xlsx
2025-04-15,25.5,91.0,0.0,1.0,bmkg_2025_04.xlsx
2025-04-16,25.9,86.0,3.2,2.0,bmkg_2025_04.xlsx
2025-04-17,27.1,87.0,6.8,1.0,bmkg_2025_04.xlsx
2025-04-18,26.8,86.0,0.0,3.0,bmkg_2025_04.xlsx
2025-04-19,27.1,84.0,0.0,2.0,bmkg_2025_04.xlsx
2025-04-20,26.9,82.0,21.7,2.0,bmkg_2025_04.xlsx
2025-04-21,26.4,85.0,0.0,1.0,bmkg_2025_04.xlsx
2025-04-22,27.0,82.0,0.0,2.0,bmkg_2025_04.xlsx
2025-04-23,26.5,83.0,0.0,3.0,bmkg_2025_04.xlsx
2025-04-24,26.6,85.0,0.0,2.0,bmkg_2025_04.xlsx
2025-04-25,26.8,85.0,1.8,3.0,bmkg_2025_04.xlsx
2025-04-26,26.7,89.0,3.6,1.0,bmkg_2025_04.xlsx
2025-04-27,26.9,87.0,36.9,1.0,bmkg_2025_04.xlsx
2025-04-28,27.0,82.0,69.5,2.0,bmkg_2025_04.xlsx
2025-04-29,27.2,81.0,1.6,1.0,bmkg_2025_04.xlsx
2025-04-30,26.2,87.0,0.0,3.0,bmkg_2025_04.xlsx
2025-05-01,27.2,82.0,19.8,2.0,bmkg_2025_04.xlsx
2025-05-02,27.2,81.0,4.0,2.0,bmkg_2025_04.xlsx
2025-05-03,26.7,85.0,0.0,3.0,bmkg_2025_04.xlsx
2025-05-04,26.8,84.0,0.4,2.0,bmkg_2025_04.xlsx
2025-05-05,26.5,85.0,0.0,2.0,bmkg_2025_04.xlsx
2025-05-06,26.6,87.0,32.4,2.0,bmkg_2025_04.xlsx
2025-05-07,25.6,94.0,19.2,2.0,bmkg_2025_04.xlsx
2025-05-08,26.6,89.0,9.4,2.0,bmkg_2025_04.xlsx
2025-05-09,27.0,87.0,55.2,1.0,bmkg_2025_05.xlsx
2025-05-10,26.9,88.0,8.4,2.0,bmkg_2025_05.xlsx
2025-05-11,26.6,86.0,1.5,2.0,bmkg_2025_05.xlsx
2025-05-12,27.3,81.0,1.0,1.0,bmkg_2025_05.xlsx
2025-05-13,27.6,82.0,0.0,2.0,bmkg_2025_05.xlsx
2025-05-14,26.1,88.0,22.3,2.0,bmkg_2025_05.xlsx
2025-05-15,26.2,88.0,14.8,2.0,bmkg_2025_05.xlsx
2025-05-16,27.4,86.0,25.5,2.0,bmkg_2025_05.xlsx
2025-05-17,26.7,86.0,3.8,2.0,bmkg_2025_05.xlsx
2025-05-18,27.6,82.0,1.0,2.0,bmkg_2025_05.xlsx
2025-05-19,26.2,87.0,0.3,2.0,bmkg_2025_05.xlsx
2025-05-20,27.3,82.0,10.9,1.0,bmkg_2025_05.xlsx
2025-05-21,26.2,90.0,1.2,1.0,bmkg_2025_05.xlsx
2025-05-22,26.2,90.0,2.2,1.0,bmkg_2025_05.xlsx
2025-05-23,25.1,93.0,3.2,2.0,bmkg_2025_05.xlsx
2025-05-24,26.8,85.0,10.7,1.0,bmkg_2025_05.xlsx
2025-05-25,26.6,89.0,0.2,2.0,bmkg_2025_05.xlsx
2025-05-26,25.3,92.0,0.0,1.0,bmkg_2025_05.xlsx
2025-05-27,27.2,78.0,1.4,4.0,bmkg_2025_05.xlsx
2025-05-28,28.1,78.0,0.0,1.0,bmkg_2025_05.xlsx
2025-05-29,27.4,85.0,0.0,1.0,bmkg_2025_05.xlsx
2025-05-30,27.5,84.0,4.2,1.0,bmkg_2025_05.xlsx
2025-05-31,26.3,84.0,0.2,3.0,bmkg_2025_05.xlsx
2025-06-01,26.1,83.0,5.2,1.0,bmkg_2025_05.xlsx
2025-06-02,27.3,78.0,0.0,1.0,bmkg_2025_05.xlsx
2025-06-03,26.5,85.0,0.0,1.0,bmkg_2025_05.xlsx
2025-06-04,27.1,81.0,0.0,1.0,bmkg_2025_05.xlsx
2025-06-05,27.0,83.0,0.0,1.0,bmkg_2025_05.xlsx
2025-06-06,26.6,87.0,8.0,2.0,bmkg_2025_05.xlsx
2025-06-07,26.6,85.0,0.0,1.0,bmkg_2025_05.xlsx
2025-06-08,26.8,82.0,6.4,2.0,bmkg_2025_05.xlsx
2025-06-09,27.6,80.0,0.0,1.0,bmkg_2025_06.xlsx
2025-06-10,26.4,86.0,0.0,2.0,bmkg_2025_06.xlsx
2025-06-11,27.2,84.0,2.0,1.0,bmkg_2025_06.xlsx
2025-06-12,27.2,81.0,0.0,2.0,bmkg_2025_06.xlsx
2025-06-13,27.5,77.0,0.0,2.0,bmkg_2025_06.xlsx
2025-06-14,26.5,82.0,0.0,3.0,bmkg_2025_06.xlsx
2025-06-15,27.1,81.0,0.0,3.0,bmkg_2025_06.xlsx
2025-06-16,27.4,79.0,0.0,3.0,bmkg_2025_06.xlsx
2025-06-17,25.4,88.0,57.0,1.0,bmkg_2025_06.xlsx
2025-06-18,24.6,94.0,34.7,0.0,bmkg_2025_06.xlsx
2025-06-19,24.9,92.0,7.5,2.0,bmkg_2025_06.xlsx
2025-06-20,25.9,82.0,0.2,3.0,bmkg_2025_06.xlsx
2025-06-21,25.2,90.0,53.0,1.0,bmkg_2025_06.xlsx
2025-06-22,26.6,83.0,25.2,3.0,bmkg_2025_06.xlsx
2025-06-23,27.2,80.0,0.0,3.0,bmkg_2025_06.xlsx
2025-06-24,26.4,82.0,0.0,2.0,bmkg_2025_06.xlsx
2025-06-25,25.7,86.0,0.0,2.0,bmkg_2025_06.xlsx
2025-06-26,26.3,83.0,2.7,3.0,bmkg_2025_06.xlsx
2025-06-27,26.6,81.0,0.0,2.0,bmkg_2025_06.xlsx
2025-06-28,25.4,89.0,0.0,3.0,bmkg_2025_06.xlsx
2025-06-29,23.7,93.0,12.0,0.0,bmkg_2025_06.xlsx
2025-06-30,26.4,82.0,0.9,3.0,bmkg_2025_06.xlsx
2025-07-01,26.0,87.0,10.1,3.0,bmkg_2025_06.xlsx
2025-07-02,25.7,86.0,2.4,2.0,bmkg_2025_06.xlsx
2025-07-03,26.3,88.0,11.8,3.0,bmkg_2025_06.xlsx
2025-07-04,25.5,90.0,51.6,1.0,bmkg_2025_06.xlsx
2025-07-05,25.9,89.0,50.0,3.0,bmkg_2025_06.xlsx
2025-07-06,25.3,88.0,86.0,3.0,bmkg_2025_06.xlsx
2025-07-07,24.7,87.0,6.7,2.0,bmkg_2025_06.xlsx
2025-07-08,26.1,86.0,53.8,1.0,bmkg_2025_06.xlsx
2025-07-09,26.4,86.0,0.2,1.0,bmkg_2025_06.xlsx
2025-07-10,25.5,82.0,1.4,2.0,bmkg_2025_07.xlsx
2025-07-11,26.4,80.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-12,26.3,80.0,0.0,3.0,bmkg_2025_07.xlsx
2025-07-13,25.8,82.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-14,26.5,87.0,2.7,1.0,bmkg_2025_07.xlsx
2025-07-15,26.2,85.0,0.3,2.0,bmkg_2025_07.xlsx
2025-07-16,26.3,84.0,0.0,3.0,bmkg_2025_07.xlsx
2025-07-17,26.6,81.0,0.5,3.0,bmkg_2025_07.xlsx
2025-07-18,26.9,80.0,0.2,1.0,bmkg_2025_07.xlsx
2025-07-19,26.1,81.0,8.8,1.0,bmkg_2025_07.xlsx
2025-07-20,26.4,78.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-21,26.6,76.0,0.0,4.0,bmkg_2025_07.xlsx
2025-07-22,26.1,76.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-23,26.5,74.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-24,26.8,75.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-25,27.1,77.0,0.0,3.0,bmkg_2025_07.xlsx
2025-07-26,26.6,79.0,0.0,2.0,bmkg_2025_07.xlsx
2025-07-27,26.6,82.0,0.0,1.0,bmkg_2025_07.xlsx
2025-07-28,25.9,85.0,55.3,2.0,bmkg_2025_07.xlsx
2025-07-29,26.1,87.0,5.4,2.0,bmkg_2025_07.xlsx
2025-07-30,25.6,89.0,53.5,2.0,bmkg_2025_07.xlsx
2025-07-31,27.1,78.0,68.8,3.0,bmkg_2025_07.xlsx
2025-08-01,26.6,81.0,0.0,2.0,bmkg_2025_07.xlsx
2025-08-02,26.3,78.0,0.0,2.0,bmkg_2025_07.xlsx
2025-08-03,26.2,84.0,0.0,3.0,bmkg_2025_07.xlsx
2025-08-04,25.4,87.0,24.6,3.0,bmkg_2025_07.xlsx
2025-08-05,25.4,87.0,66.5,2.0,bmkg_2025_07.xlsx
2025-08-06,26.4,84.0,41.0,3.0,bmkg_2025_07.xlsx
2025-08-07,26.7,83.0,0.0,2.0,bmkg_2025_07.xlsx
2025-08-08,26.5,87.0,55.2,2.0,bmkg_2025_07.xlsx
2025-08-09,25.4,89.0,1.8,3.0,bmkg_2025_07.xlsx
2025-08-10,25.3,84.0,115.2,2.0,bmkg_2025_08.xlsx
2025-08-11,25.2,91.0,43.0,2.0,bmkg_2025_08.xlsx
2025-08-12,24.2,93.0,11.1,1.0,bmkg_2025_08.xlsx
2025-08-13,25.4,85.0,15.0,3.0,bmkg_2025_08.xlsx
2025-08-14,25.0,76.0,0.2,3.0,bmkg_2025_08.xlsx
2025-08-15,25.3,77.0,0.4,1.0,bmkg_2025_08.xlsx
2025-08-16,26.2,75.0,0.0,2.0,bmkg_2025_08.xlsx
2025-08-17,26.1,78.0,0.0,4.0,bmkg_2025_08.xlsx
2025-08-18,25.5,85.0,0.0,3.0,bmkg_2025_08.xlsx
2025-08-19,25.2,89.0,0.9,2.0,bmkg_2025_08.xlsx
2025-08-20,25.1,88.0,3.2,1.0,bmkg_2025_08.xlsx
2025-08-21,25.4,85.0,15.1,3.0,bmkg_2025_08.xlsx
2025-08-22,26.4,87.0,33.6,1.0,bmkg_2025_08.xlsx
2025-08-23,27.0,83.0,0.4,3.0,bmkg_2025_08.xlsx
2025-08-24,25.6,85.0,39.5,3.0,bmkg_2025_08.xlsx
2025-08-25,25.0,87.0,4.2,1.0,bmkg_2025_08.xlsx
2025-08-26,26.1,79.0,22.2,3.0,bmkg_2025_08.xlsx
2025-08-27,26.4,75.0,0.0,3.0,bmkg_2025_08.xlsx
2025-08-28,26.5,80.0,0.2,3.0,bmkg_2025_08.xlsx
2025-08-29,26.1,83.0,4.2,2.0,bmkg_2025_08.xlsx
2025-08-30,26.9,77.0,0.6,2.0,bmkg_2025_08.xlsx
2025-08-31,25.3,87.0,39.2,2.0,bmkg_2025_08.xlsx
2025-09-01,26.4,83.0,29.1,4.0,bmkg_2025_08.xlsx
2025-09-02,27.0,73.0,0.0,3.0,bmkg_2025_08.xlsx
2025-09-03,26.3,76.0,0.0,2.0,bmkg_2025_08.xlsx
2025-09-04,26.9,74.0,0.0,3.0,bmkg_2025_08.xlsx
2025-09-05,26.7,85.0,0.0,3.0,bmkg_2025_08.xlsx
2025-09-06,25.6,85.0,39.8,2.0,bmkg_2025_08.xlsx
2025-09-07,26.2,80.0,8.4,2.0,bmkg_2025_08.xlsx
2025-09-08,26.5,82.0,0.0,2.0,bmkg_2025_08.xlsx
2025-09-09,25.3,90.0,12.1,1.0,bmkg_2025_08.xlsx
2025-09-10,26.2,83.0,0.6,3.0,bmkg_2025_09.xlsx
2025-09-11,24.4,94.0,47.2,2.0,bmkg_2025_09.xlsx
2025-09-12,25.8,87.0,2.4,2.0,bmkg_2025_09.xlsx
2025-09-13,27.0,80.0,1.5,2.0,bmkg_2025_09.xlsx
2025-09-14,25.6,86.0,8.6,2.0,bmkg_2025_09.xlsx
2025-09-15,26.6,79.0,6.9,2.0,bmkg_2025_09.xlsx
2025-09-16,25.6,85.0,0.2,3.0,bmkg_2025_09.xlsx
2025-09-17,24.9,90.0,18.6,2.0,bmkg_2025_09.xlsx
2025-09-18,24.7,93.0,84.0,1.0,bmkg_2025_09.xlsx
2025-09-19,25.8,86.0,0.0,1.0,bmkg_2025_09.xlsx
2025-09-20,25.7,87.0,0.0,2.0,bmkg_2025_09.xlsx
2025-09-21,25.8,86.0,4.2,3.0,bmkg_2025_09.xlsx
2025-09-22,26.8,85.0,0.2,2.0,bmkg_2025_09.xlsx
2025-09-23,26.1,88.0,3.8,2.0,bmkg_2025_09.xlsx
2025-09-24,26.5,81.0,37.0,3.0,bmkg_2025_09.xlsx
2025-09-25,26.3,82.0,0.0,3.0,bmkg_2025_09.xlsx
2025-09-26,26.4,83.0,1.2,3.0,bmkg_2025_09.xlsx
2025-09-27,27.7,80.0,2.0,1.0,bmkg_2025_09.xlsx
2025-09-28,27.1,78.0,0.0,3.0,bmkg_2025_09.xlsx
2025-09-29,25.5,87.0,0.0,3.0,bmkg_2025_09.xlsx
2025-09-30,25.3,86.0,35.6,4.0,bmkg_2025_09.xlsx
2025-10-01,26.5,85.0,24.8,3.0,bmkg_2025_09.xlsx
2025-10-02,24.4,94.0,1.8,2.0,bmkg_2025_09.xlsx
2025-10-03,26.3,82.0,23.4,1.0,bmkg_2025_09.xlsx
2025-10-04,26.8,79.0,0.0,3.0,bmkg_2025_09.xlsx
2025-10-05,25.4,84.0,12.5,2.0,bmkg_2025_09.xlsx
2025-10-06,27.3,76.0,6.4,3.0,bmkg_2025_09.xlsx
2025-10-07,26.8,81.0,0.0,3.0,bmkg_2025_09.xlsx
2025-10-08,26.4,84.0,0.2,3.0,bmkg_2025_09.xlsx
2025-10-09,26.3,78.0,16.8,4.0,bmkg_2025_09.xlsx
2025-10-10,27.2,75.0,0.2,3.0,bmkg_2025_09.xlsx
2025-10-11,27.8,76.0,7.4,2.0,bmkg_2025_10.xlsx
2025-10-12,27.9,78.0,16.8,2.0,bmkg_2025_10.xlsx
2025-10-13,27.9,80.0,0.0,3.0,bmkg_2025_10.xlsx
2025-10-14,28.6,75.0,0.0,2.0,bmkg_2025_10.xlsx
2025-10-15,28.3,78.0,0.0,2.0,bmkg_2025_10.xlsx
2025-10-16,27.9,80.0,0.0,3.0,bmkg_2025_10.xlsx
2025-10-17,27.0,82.0,0.0,3.0,bmkg_2025_10.xlsx
2025-10-18,26.8,87.0,6.4,1.0,bmkg_2025_10.xlsx
2025-10-19,26.0,88.0,16.4,2.0,bmkg_2025_10.xlsx
2025-10-20,27.6,85.0,18.5,2.0,bmkg_2025_10.xlsx
2025-10-21,27.5,84.0,0.6,3.0,bmkg_2025_10.xlsx
2025-10-22,26.8,84.0,6.2,2.0,bmkg_2025_10.xlsx
2025-10-23,25.5,90.0,2.5,2.0,bmkg_2025_10.xlsx
2025-10-24,25.2,93.0,4.0,2.0,bmkg_2025_10.xlsx
2025-10-25,27.1,83.0,10.8,2.0,bmkg_2025_10.xlsx
2025-10-26,25.5,92.0,0.8,2.0,bmkg_2025_10.xlsx
2025-10-27,26.2,86.0,3.4,2.0,bmkg_2025_10.xlsx
2025-10-28,25.2,88.0,16.5,2.0,bmkg_2025_10.xlsx
2025-10-29,26.1,89.0,13.8,2.0,bmkg_2025_10.xlsx
2025-10-30,26.2,86.0,8.4,2.0,bmkg_2025_10.xlsx
2025-10-31,25.9,84.0,1.6,2.0,bmkg_2025_10.xlsx
2025-11-01,26.5,85.0,2.6,2.0,bmkg_2025_10.xlsx
2025-11-02,26.7,83.0,50.0,3.0,bmkg_2025_10.xlsx
2025-11-03,26.3,84.0,4.0,2.0,bmkg_2025_10.xlsx
2025-11-04,26.6,84.0,0.8,2.0,bmkg_2025_10.xlsx
2025-11-05,26.3,83.0,14.4,2.0,bmkg_2025_10.xlsx
2025-11-06,27.1,78.0,0.0,4.0,bmkg_2025_10.xlsx
2025-11-07,27.8,81.0,0.5666666666666667,5.0,bmkg_2025_10.xlsx
2025-11-08,26.2,84.0,1.1333333333333333,3.0,bmkg_2025_10.xlsx
2025-11-09,27.2,78.0,1.7,5.0,bmkg_2025_10.xlsx
2025-11-10,27.1,81.0,0.0,2.0,bmkg_2025_10.xlsx
2025-11-11,26.2,84.0,1.0,3.0,bmkg_2025_11.xlsx
2025-11-12,26.5,85.0,2.3,3.0,bmkg_2025_11.xlsx
2025-11-13,25.8,85.0,1.2,2.0,bmkg_2025_11.xlsx
2025-11-14,25.3,88.0,4.1499999999999995,3.0,bmkg_2025_11.xlsx
2025-11-15,26.9,80.0,7.1,3.0,bmkg_2025_11.xlsx
2025-11-16,27.5,81.0,0.0,1.0,bmkg_2025_11.xlsx
2025-11-17,27.5,79.0,0.1,2.0,bmkg_2025_11.xlsx
2025-11-18,23.8,94.0,0.2,2.0,bmkg_2025_11.xlsx
2025-11-19,26.2,85.0,37.4,2.0,bmkg_2025_11.xlsx
2025-11-20,25.9,89.0,0.2,2.0,bmkg_2025_11.xlsx
2025-11-21,26.9,79.0,2.5,4.0,bmkg_2025_11.xlsx
2025-11-22,26.7,82.0,0.0,2.0,bmkg_2025_11.xlsx
2025-11-23,25.3,87.0,38.8,3.0,bmkg_2025_11.xlsx
2025-11-24,27.4,77.0,17.5,2.0,bmkg_2025_11.xlsx
2025-11-25,26.5,78.0,0.0,2.0,bmkg_2025_11.xlsx
2025-11-26,27.2,78.0,0.0,2.0,bmkg_2025_11.xlsx
2025-11-27,27.5,80.0,0.0,2.0,bmkg_2025_11.xlsx
2025-11-28,28.6,75.0,0.0,3.0,bmkg_2025_11.xlsx
2025-11-29,27.2,81.0,0.0,2.0,bmkg_2025_11.xlsx
2025-11-30,25.8,86.0,0.0,2.0,bmkg_2025_11.xlsx
2025-12-01,26.0,88.0,79.4,2.0,bmkg_2025_11.xlsx
2025-12-02,26.5,86.0,27.2,2.0,bmkg_2025_11.xlsx
2025-12-03,27.0,86.0,0.6,2.0,bmkg_2025_11.xlsx
2025-12-04,24.4,91.0,3.6,2.0,bmkg_2025_11.xlsx
2025-12-05,25.8,84.0,38.9,2.0,bmkg_2025_11.xlsx
2025-12-06,25.4,89.0,4.8,2.0,bmkg_2025_11.xlsx
2025-12-07,26.7,86.0,5.0,2.0,bmkg_2025_11.xlsx
2025-12-08,26.1,86.0,0.0,2.0,bmkg_2025_11.xlsx
2025-12-09,26.4,86.0,2.2,2.0,bmkg_2025_11.xlsx
2025-12-10,26.0,83.0,0.0,3.0,bmkg_2025_11.xlsx
2025-12-11,25.5,94.0,41.4,0.0,bmkg_2025_11.xlsx
2025-12-12,27.1,84.0,7.1,2.0,bmkg_2025_12.xlsx
2025-12-13,26.8,85.0,0.2,2.0,bmkg_2025_12.xlsx
2025-12-14,26.4,86.0,4.0,2.0,bmkg_2025_12.xlsx
2025-12-15,26.2,85.0,3.6,3.0,bmkg_2025_12.xlsx
2025-12-16,24.7,90.0,0.4,2.0,bmkg_2025_12.xlsx
2025-12-17,26.8,84.0,34.6,3.0,bmkg_2025_12.xlsx
2025-12-18,24.8,94.0,0.2,1.0,bmkg_2025_12.xlsx
2025-12-19,24.2,96.0,11.1,3.0,bmkg_2025_12.xlsx
2025-12-20,24.7,93.0,18.7,1.0,bmkg_2025_12.xlsx
2025-12-21,25.1,94.0,31.7,3.0,bmkg_2025_12.xlsx
2025-12-22,26.5,88.0,12.0,3.0,bmkg_2025_12.xlsx
2025-12-23,27.3,86.0,0.2,3.0,bmkg_2025_12.xlsx
2025-12-24,26.2,86.0,3.6,2.0,bmkg_2025_12.xlsx
2025-12-25,26.7,86.0,0.0,2.0,bmkg_2025_12.xlsx
2025-12-26,26.9,84.0,20.8,3.0,bmkg_2025_12.xlsx
2025-12-27,28.6,76.0,0.2,1.0,bmkg_2025_12.xlsx
2025-12-28,26.5,87.0,0.0,2.0,bmkg_2025_12.xlsx
2025-12-29,25.7,86.0,13.4,2.0,bmkg_2025_12.xlsx
2025-12-30,24.4,91.0,29.0,2.0,bmkg_2025_12.xlsx
2025-12-31,25.1,92.0,54.2,2.0,bmkg_2025_12.xlsx
2026-01-01,24.2,94.0,17.4,2.0,bmkg_2025_12.xlsx
2026-01-02,24.9,91.0,5.4,4.0,bmkg_2025_12.xlsx
2026-01-03,24.3,88.0,27.4,3.0,bmkg_2025_12.xlsx
2026-01-04,26.1,87.0,4.8,2.0,bmkg_2025_12.xlsx
2026-01-05,27.3,83.0,0.0,2.0,bmkg_2025_12.xlsx
2026-01-06,27.3,82.0,0.0,4.0,bmkg_2025_12.xlsx
2026-01-07,25.5,93.0,23.2,2.0,bmkg_2025_12.xlsx
2026-01-08,25.8,86.0,6.6,2.0,bmkg_2025_12.xlsx
2026-01-09,25.5,89.0,4.4,2.0,bmkg_2025_12.xlsx
2026-01-10,25.2,88.0,6.4,3.0,bmkg_2025_12.xlsx
2026-01-11,24.2,94.0,2.4,2.0,bmkg_2025_12.xlsx
2026-01-12,22.9,96.0,49.6,2.0,bmkg_2026_01.xlsx
2026-01-13,24.1,93.0,7.6,2.0,bmkg_2026_01.xlsx
2026-01-14,23.9,95.0,14.6,4.0,bmkg_2026_01.xlsx
2026-01-15,24.1,92.0,28.6,3.0,bmkg_2026_01.xlsx
2026-01-16,25.8,85.0,1.4,3.0,bmkg_2026_01.xlsx
2026-01-17,25.2,94.0,11.0,2.0,bmkg_2026_01.xlsx
2026-01-18,24.9,93.0,15.2,1.0,bmkg_2026_01.xlsx
2026-01-19,25.0,89.0,0.4,2.0,bmkg_2026_01.xlsx
2026-01-20,24.5,89.0,21.4,2.0,bmkg_2026_01.xlsx
2026-01-21,23.3,95.0,24.4,3.0,bmkg_2026_01.xlsx
2026-01-22,24.4,92.0,8.2,3.0,bmkg_2026_01.xlsx
2026-01-23,23.5,97.0,52.2,2.0,bmkg_2026_01.xlsx
2026-01-24,25.2,91.0,29.8,3.0,bmkg_2026_01.xlsx
2026-01-25,26.1,87.0,3.2,2.0,bmkg_2026_01.xlsx
2026-01-26,26.4,83.0,1.2,2.0,bmkg_2026_01.xlsx
2026-01-27,26.0,86.0,1.2,3.0,bmkg_2026_01.xlsx
2026-01-28,24.1,96.0,15.2,2.0,bmkg_2026_01.xlsx
2026-01-29,24.8,93.0,54.7,2.0,bmkg_2026_01.xlsx
2026-01-30,25.2,87.0,61.4,2.0,bmkg_2026_01.xlsx
2026-01-31,25.7,90.0,0.0,3.0,bmkg_2026_01.xlsx
2026-02-01,25.3,90.0,0.1,2.0,bmkg_2026_01.xlsx
2026-02-02,25.5,86.0,2.6,2.0,bmkg_2026_01.xlsx
2026-02-03,26.4,84.0,1.3,2.0,bmkg_2026_01.xlsx
2026-02-04,24.9,90.0,0.0,3.0,bmkg_2026_01.xlsx
2026-02-05,24.9,88.0,16.8,3.0,bmkg_2026_01.xlsx
2026-02-06,25.8,83.0,1.0,2.0,bmkg_2026_01.xlsx
2026-02-07,24.9,92.0,0.2,1.0,bmkg_2026_01.xlsx
2026-02-08,25.7,86.0,18.8,3.0,bmkg_2026_01.xlsx
2026-02-09,24.3,92.0,2.4,1.0,bmkg_2026_01.xlsx
2026-02-10,25.5,90.0,1.7,2.0,bmkg_2026_01.xlsx
2026-02-11,24.6,91.0,0.8,3.0,bmkg_2026_01.xlsx
2026-02-12,24.2,93.0,3.6,2.0,bmkg_2026_02.xlsx
2026-02-13,25.9,87.0,30.0,2.0,bmkg_2026_02.xlsx
2026-02-14,26.3,86.0,0.0,2.0,bmkg_2026_02.xlsx
2026-02-15,26.5,86.0,3.4,2.0,bmkg_2026_02.xlsx
2026-02-16,25.2,94.0,0.0,2.0,bmkg_2026_02.xlsx
2026-02-17,24.6,91.0,17.1,2.0,bmkg_2026_02.xlsx
2026-02-18,25.0,90.0,17.0,1.0,bmkg_2026_02.xlsx
2026-02-19,25.2,96.0,0.8,1.0,bmkg_2026_02.xlsx
2026-02-20,25.2,89.0,58.4,2.0,bmkg_2026_02.xlsx
2026-02-21,26.1,89.0,0.4,2.0,bmkg_2026_02.xlsx
2026-02-22,26.3,91.0,8.9,1.0,bmkg_2026_02.xlsx
2026-02-23,24.4,91.0,17.4,3.0,bmkg_2026_02.xlsx
2026-02-24,25.9,81.0,0.1,2.0,bmkg_2026_02.xlsx
2026-02-25,26.2,82.0,0.2,3.0,bmkg_2026_02.xlsx
2026-02-26,27.0,80.0,0.0,3.0,bmkg_2026_02.xlsx
2026-02-27,26.1,85.0,0.8,5.0,bmkg_2026_02.xlsx
2026-02-28,25.2,85.0,10.2,2.0,bmkg_2026_02.xlsx
2026-03-01,26.3,85.0,1.0,2.0,bmkg_2026_02.xlsx
2026-03-02,25.8,90.0,0.2,3.0,bmkg_2026_02.xlsx
2026-03-03,25.4,86.0,23.6,5.0,bmkg_2026_02.xlsx
2026-03-04,24.5,90.0,25.3,5.0,bmkg_2026_02.xlsx
2026-03-05,25.4,86.0,2.3,1.0,bmkg_2026_02.xlsx
2026-03-06,25.2,90.0,4.8,3.0,bmkg_2026_02.xlsx
2026-03-07,23.9,94.0,9.3,2.0,bmkg_2026_02.xlsx
2026-03-08,24.8,93.0,20.4,1.0,bmkg_2026_02.xlsx
2026-03-09,26.0,89.0,22.2,2.0,bmkg_2026_02.xlsx
2026-03-10,26.0,84.0,1.8,2.0,bmkg_2026_02.xlsx
2026-03-11,25.6,84.0,6.0,1.0,bmkg_2026_02.xlsx
2026-03-12,26.0,84.0,29.0,1.0,bmkg_2026_02.xlsx
2026-03-13,26.4,78.0,14.5,1.0,bmkg_2026_02.xlsx
2026-03-14,25.7,82.0,0.0,2.0,bmkg_2026_02.xlsx
