tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max
2020-07-01,31.6,22.2,3.4,11.4,98
2020-07-02,30.0,23.4,8.2,10.2,97
2020-07-03,30.6,22.5,2.9,6.9,97
2020-07-04,28.3,23.2,0.8,7.2,96
2020-07-05,30.5,20.4,0.0,16.4,95
2020-07-06,31.5,20.4,1.6,11.9,95
2020-07-07,31.8,23.0,0.3,11.2,96
2020-07-08,31.3,22.9,3.1,9.3,94
2020-07-09,31.9,22.8,3.0,10.5,90
2020-07-10,31.0,22.4,1.7,10.8,93
2020-07-11,31.6,22.4,0.3,10.6,100
2020-07-12,32.0,22.8,2.0,8.4,97
2020-07-13,31.6,22.5,2.6,13.0,95
2020-07-14,31.3,22.7,5.0,14.5,96
2020-07-15,31.2,22.9,2.4,18.6,98
2020-07-16,30.8,23.5,0.2,15.3,92
2020-07-17,32.5,21.4,3.1,9.8,94
2020-07-18,33.0,22.6,0.9,13.0,95
2020-07-19,33.0,21.8,0.8,14.4,95
2020-07-20,32.4,22.2,1.6,9.1,95
2020-07-21,32.5,23.8,8.2,13.1,97
2020-07-22,31.6,22.5,5.6,9.9,98
2020-07-23,32.1,22.0,2.8,7.6,97
2020-07-24,32.9,22.4,0.7,15.3,96
2020-07-25,32.4,22.4,0.0,14.7,89
2020-07-26,33.0,22.2,0.0,14.2,88
2020-07-27,33.1,21.3,0.0,17.3,91
2020-07-28,32.8,21.1,0.0,8.7,91
2020-07-29,32.9,22.0,0.1,13.2,84
2020-07-30,32.5,22.3,0.0,11.6,85
2020-07-31,33.1,22.6,0.0,18.0,76
2020-08-01,34.0,21.4,0.0,17.5,77
2020-08-02,34.3,21.8,0.1,18.4,80
2020-08-03,34.8,23.0,0.2,11.3,92
2020-08-04,33.6,24.5,0.1,15.5,81
2020-08-05,33.6,23.0,0.8,12.2,89
2020-08-06,34.2,23.7,4.6,13.9,94
2020-08-07,34.5,23.1,2.7,12.0,97
2020-08-08,32.8,23.4,5.1,11.0,96
2020-08-09,32.9,23.8,3.4,10.8,96
2020-08-10,33.0,23.7,0.8,8.7,96
2020-08-11,32.1,24.3,4.3,8.4,94
2020-08-12,32.7,24.4,1.0,12.1,95
2020-08-13,31.7,24.1,21.2,13.6,98
2020-08-14,30.6,22.5,15.1,10.0,99
2020-08-15,31.1,21.8,2.0,13.3,96
2020-08-16,31.4,22.6,10.9,7.8,98
2020-08-17,31.3,22.1,3.5,12.7,97
2020-08-18,31.4,22.2,1.7,10.6,97
2020-08-19,31.8,22.0,0.3,12.7,96
2020-08-20,31.5,23.0,0.4,15.5,98
2020-08-21,32.3,21.3,0.0,17.2,92
2020-08-22,33.5,21.0,0.0,13.2,92
2020-08-23,34.5,22.8,0.0,14.5,91
2020-08-24,33.3,23.8,0.1,12.2,89
2020-08-25,35.5,22.1,0.0,18.2,90
2020-08-26,35.5,22.0,0.0,22.7,86
2020-08-27,34.8,21.7,0.0,19.4,81
2020-08-28,35.2,23.1,0.0,18.5,80
2020-08-29,34.8,23.6,1.7,12.9,82
2020-08-30,35.5,23.3,1.7,14.2,86
2020-08-31,36.0,23.6,0.0,18.4,96
2020-09-01,37.0,22.8,0.0,19.8,81
2020-09-02,34.0,24.8,5.3,14.8,87
2020-09-03,34.3,23.4,11.6,12.4,93
2020-09-04,33.7,23.0,4.1,13.1,97
2020-09-05,32.5,23.9,2.2,7.3,96
2020-09-06,33.6,22.9,0.1,13.3,94
2020-09-07,35.5,23.7,0.1,23.2,94
2020-09-08,34.2,23.0,0.5,15.7,92
2020-09-09,35.9,23.8,2.3,14.1,88
2020-09-10,33.4,23.2,6.0,13.6,97
2020-09-11,32.5,23.1,3.1,12.1,97
2020-09-12,33.8,22.2,0.5,13.8,94
2020-09-13,32.5,22.9,2.2,13.0,92
2020-09-14,33.8,23.5,90.2,16.3,96
2020-09-15,30.7,23.5,15.5,10.8,96
2020-09-16,31.5,21.6,1.1,14.2,93
2020-09-17,32.2,22.0,2.3,13.8,96
2020-09-18,32.7,21.5,0.4,10.2,96
2020-09-19,34.7,22.2,0.0,18.5,93
2020-09-20,29.6,22.6,7.4,18.8,95
2020-09-21,31.1,22.3,15.3,9.1,98
2020-09-22,30.4,22.9,25.4,9.8,96
2020-09-23,32.9,21.9,0.2,8.0,95
2020-09-24,31.8,23.1,1.8,9.4,96
2020-09-25,32.2,23.7,0.0,12.7,94
2020-09-26,31.5,22.4,4.2,10.3,92
2020-09-27,30.4,22.6,29.6,7.1,97
2020-09-28,31.2,22.2,5.7,13.1,94
2020-09-29,31.4,22.0,0.1,12.1,92
2020-09-30,31.9,22.9,0.4,13.4,91
2020-10-01,32.7,23.9,9.2,14.7,96
2020-10-02,31.9,22.4,14.9,8.0,96
2020-10-03,27.0,23.5,22.4,9.8,95
2020-10-04,31.2,23.0,3.5,11.5,92
2020-10-05,31.4,22.8,1.7,14.0,93
2020-10-06,30.7,23.4,0.4,13.0,91
2020-10-07,31.9,23.2,1.2,9.4,90
2020-10-08,31.0,23.6,9.3,12.2,93
2020-10-09,30.8,22.9,27.1,10.0,97
2020-10-10,30.8,23.1,4.0,5.8,98
2020-10-11,30.9,23.4,8.0,14.1,97
2020-10-12,30.4,23.0,5.0,8.7,94
2020-10-13,32.2,23.2,3.6,13.2,92
2020-10-14,33.0,23.2,0.6,9.0,93
2020-10-15,32.2,23.4,0.6,9.3,89
2020-10-16,32.8,24.1,18.4,13.6,95
2020-10-17,30.8,24.0,11.3,12.0,95
2020-10-18,31.5,23.8,5.3,10.0,93
2020-10-19,31.3,22.6,17.1,8.7,95
2020-10-20,31.1,22.8,9.6,12.3,96
2020-10-21,29.8,23.6,9.0,10.1,97
2020-10-22,27.9,23.5,7.8,13.4,98
2020-10-23,30.9,24.2,7.3,9.7,95
2020-10-24,30.5,23.6,27.4,9.2,97
2020-10-25,30.0,23.3,12.5,7.7,96
2020-10-26,29.5,23.1,14.1,10.7,98
2020-10-27,29.5,22.2,4.4,7.2,99
2020-10-28,30.2,22.9,19.0,6.4,97
2020-10-29,31.9,22.5,7.4,11.7,96
2020-10-30,30.9,22.9,15.0,14.3,97
2020-10-31,30.5,23.0,10.7,10.4,97
2020-11-01,29.8,22.5,6.3,14.8,99
2020-11-02,30.0,23.8,0.9,16.9,91
2020-11-03,31.6,22.9,0.0,11.4,97
2020-11-04,31.5,22.5,8.0,10.6,95
2020-11-05,27.1,23.2,5.1,6.6,95
2020-11-06,29.4,23.2,12.6,13.0,98
2020-11-07,31.7,22.5,0.8,9.6,97
2020-11-08,31.2,22.9,8.5,11.5,96
2020-11-09,31.0,22.1,0.2,10.0,97
2020-11-10,31.8,22.5,5.5,10.5,96
2020-11-11,32.2,22.4,0.8,6.6,95
2020-11-12,31.2,23.9,5.2,13.3,97
2020-11-13,31.1,22.6,3.4,11.9,95
2020-11-14,31.6,23.4,48.9,9.1,96
2020-11-15,30.4,23.5,10.9,13.2,97
2020-11-16,31.5,22.7,12.4,15.9,97
2020-11-17,29.5,23.7,8.8,7.2,98
2020-11-18,31.0,23.5,11.6,7.1,97
2020-11-19,31.5,23.2,5.3,11.6,95
2020-11-20,31.2,23.0,8.7,12.7,98
2020-11-21,29.7,23.3,17.4,12.2,97
2020-11-22,30.4,23.7,11.5,13.3,97
2020-11-23,27.5,23.6,6.0,8.3,97
2020-11-24,31.2,23.7,2.3,15.7,94
2020-11-25,31.7,23.9,4.2,15.1,94
2020-11-26,31.0,22.2,0.3,13.7,96
2020-11-27,32.0,22.8,0.0,16.3,92
2020-11-28,30.1,23.5,4.0,11.4,94
2020-11-29,29.5,23.6,55.4,14.8,96
2020-11-30,28.4,23.0,17.8,16.2,96
2020-12-01,30.8,22.8,6.0,12.1,97
2020-12-02,31.1,22.9,1.6,13.2,94
2020-12-03,27.5,23.6,13.7,10.2,99
2020-12-04,29.3,23.0,8.1,14.3,91
2020-12-05,26.6,23.9,11.7,14.6,94
2020-12-06,26.2,23.2,12.2,15.0,94
2020-12-07,25.9,23.5,19.4,19.1,95
2020-12-08,28.0,23.3,2.2,24.5,96
2020-12-09,27.9,23.5,4.1,24.2,93
2020-12-10,29.9,23.8,16.0,17.3,93
2020-12-11,29.0,23.6,19.5,14.2,96
2020-12-12,28.0,23.8,9.8,20.2,94
2020-12-13,28.3,23.6,11.8,13.8,94
2020-12-14,29.4,22.5,8.4,17.0,95
2020-12-15,29.5,22.9,4.9,17.7,97
2020-12-16,29.0,23.2,11.7,18.7,96
2020-12-17,28.4,23.1,0.4,16.9,94
2020-12-18,29.2,23.0,4.7,17.7,93
2020-12-19,29.8,22.2,11.3,11.9,95
2020-12-20,29.0,22.2,4.7,14.1,95
2020-12-21,26.5,22.8,31.2,13.3,94
2020-12-22,29.0,21.7,0.8,13.5,96
2020-12-23,30.5,21.9,3.6,16.3,96
2020-12-24,30.7,22.9,10.1,13.0,100
2020-12-25,29.3,23.0,1.1,13.7,91
2020-12-26,27.9,23.6,4.0,10.4,96
2020-12-27,30.3,23.5,9.6,12.8,96
2020-12-28,29.5,23.0,2.2,13.5,96
2020-12-29,28.0,23.5,2.0,18.8,94
2020-12-30,27.0,22.8,6.1,12.3,92
2020-12-31,27.7,23.2,7.3,14.8,94
2021-01-01,28.9,22.9,4.1,16.6,98
2021-01-02,29.8,21.8,1.1,10.2,97
2021-01-03,30.1,22.6,10.1,10.8,96
2021-01-04,29.0,23.1,5.3,14.2,95
2021-01-05,27.9,22.5,7.0,8.5,96
2021-01-06,30.1,23.0,32.8,14.3,99
2021-01-07,27.8,23.0,3.1,9.2,98
2021-01-08,29.1,23.3,14.9,13.7,94
2021-01-09,29.0,23.1,14.8,20.4,97
2021-01-10,28.1,23.2,9.9,14.8,94
2021-01-11,29.2,22.6,6.2,14.8,95
2021-01-12,28.1,23.7,3.9,16.2,94
2021-01-13,27.8,23.2,20.8,12.6,97
2021-01-14,27.2,22.1,1.9,8.4,98
2021-01-15,29.1,22.6,0.2,10.7,95
2021-01-16,31.0,22.5,0.2,11.3,95
2021-01-17,30.3,22.3,1.3,16.7,96
2021-01-18,27.9,23.0,17.4,17.1,97
2021-01-19,25.9,22.6,15.7,13.3,96
2021-01-20,27.3,22.9,6.3,13.0,98
2021-01-21,27.1,23.2,17.9,11.0,98
2021-01-22,29.0,23.1,5.4,11.0,99
2021-01-23,28.6,22.1,2.4,9.1,100
2021-01-24,25.6,23.0,40.8,6.6,100
2021-01-25,30.0,21.4,17.7,14.2,98
2021-01-26,28.1,22.5,18.0,16.0,98
2021-01-27,26.1,23.0,19.0,18.8,95
2021-01-28,25.6,22.9,27.9,16.6,96
2021-01-29,26.0,22.5,4.1,10.8,98
2021-01-30,27.1,22.5,17.5,11.3,97
2021-01-31,26.6,22.5,16.6,11.4,96
2021-02-01,29.5,22.0,8.0,14.5,94
2021-02-02,27.8,23.0,22.7,12.4,97
2021-02-03,26.3,22.9,31.1,12.3,98
2021-02-04,29.1,23.0,15.9,18.6,97
2021-02-05,28.6,23.1,6.5,19.1,96
2021-02-06,28.6,23.5,7.6,16.1,97
2021-02-07,27.3,23.1,29.4,18.2,97
2021-02-08,28.0,22.9,48.1,16.9,97
2021-02-09,28.2,23.1,13.0,12.9,98
2021-02-10,28.5,22.9,11.8,11.9,96
2021-02-11,29.9,22.8,2.1,18.8,99
2021-02-12,29.1,22.6,11.0,14.3,99
2021-02-13,28.6,22.3,7.2,12.0,99
2021-02-14,28.9,23.2,16.6,12.0,99
2021-02-15,27.6,22.7,9.3,10.9,98
2021-02-16,28.0,22.8,14.3,11.2,98
2021-02-17,28.0,22.8,14.1,10.7,98
2021-02-18,28.5,23.4,14.1,14.8,99
2021-02-19,25.1,22.5,27.9,10.7,98
2021-02-20,27.1,22.6,23.5,12.6,96
2021-02-21,28.3,22.4,6.5,12.1,97
2021-02-22,29.2,22.0,3.7,13.4,96
2021-02-23,30.6,21.5,3.0,9.5,97
2021-02-24,25.9,23.2,10.0,18.4,94
2021-02-25,28.4,22.7,15.3,19.3,98
2021-02-26,27.7,23.0,17.2,15.1,98
2021-02-27,30.9,22.1,5.8,15.8,98
2021-02-28,31.8,22.5,0.6,12.4,99
2021-03-01,32.4,21.9,7.9,7.9,98
2021-03-02,28.6,23.1,8.2,11.2,99
2021-03-03,29.6,22.1,11.8,10.8,96
2021-03-04,30.0,22.3,5.3,9.3,96
2021-03-05,31.1,23.0,2.4,6.2,98
2021-03-06,30.0,22.5,0.0,8.9,97
2021-03-07,28.8,22.8,12.9,8.3,98
2021-03-08,27.2,23.0,10.5,15.6,97
2021-03-09,29.9,21.6,1.9,12.8,96
2021-03-10,28.2,21.6,12.7,12.3,98
2021-03-11,28.3,22.2,6.2,12.2,97
2021-03-12,29.6,21.5,3.4,17.6,97
2021-03-13,29.0,23.0,4.6,14.7,95
2021-03-14,30.0,21.5,4.9,17.9,96
2021-03-15,30.1,21.8,10.6,9.9,94
2021-03-16,30.0,23.3,8.1,8.2,97
2021-03-17,30.8,21.6,3.7,10.4,99
2021-03-18,30.5,22.0,12.1,11.5,97
2021-03-19,30.8,22.1,3.3,8.2,97
2021-03-20,31.0,23.1,1.0,9.4,95
2021-03-21,31.2,22.2,4.8,10.9,96
2021-03-22,30.6,22.4,5.1,14.2,96
2021-03-23,30.1,22.6,4.5,13.3,99
2021-03-24,30.4,23.0,6.9,13.0,95
2021-03-25,30.9,22.5,9.3,11.3,96
2021-03-26,31.8,22.1,2.6,8.7,100
2021-03-27,29.9,23.5,45.9,8.3,97
2021-03-28,31.1,22.8,3.4,7.9,99
2021-03-29,30.0,23.1,6.7,13.1,97
2021-03-30,26.9,23.5,12.9,9.5,99
2021-03-31,30.6,22.9,9.4,9.0,100
2021-04-01,26.8,22.8,21.6,15.3,96
2021-04-02,30.7,22.3,3.2,10.1,97
2021-04-03,27.8,23.2,26.3,13.0,99
2021-04-04,29.8,22.9,16.9,17.4,100
2021-04-05,29.2,23.2,15.5,12.2,98
2021-04-06,29.8,23.0,7.7,15.6,95
2021-04-07,28.8,24.3,4.2,19.1,91
2021-04-08,29.9,23.4,1.2,16.4,92
2021-04-09,30.3,22.5,3.0,14.0,94
2021-04-10,30.2,22.7,6.7,9.2,95
2021-04-11,30.5,23.9,6.1,10.7,97
2021-04-12,30.2,22.6,0.8,7.8,99
2021-04-13,30.7,22.5,3.6,7.4,97
2021-04-14,30.2,22.3,14.0,6.9,100
2021-04-15,30.0,22.8,17.2,10.1,98
2021-04-16,30.4,22.6,5.2,8.9,96
2021-04-17,30.9,22.6,19.9,13.0,96
2021-04-18,30.3,22.5,7.7,7.9,96
2021-04-19,30.9,22.8,10.9,9.7,98
2021-04-20,29.9,22.5,4.0,8.2,96
2021-04-21,31.1,22.5,0.2,9.4,97
2021-04-22,31.5,22.1,0.3,8.0,94
2021-04-23,30.6,21.6,0.4,9.8,93
2021-04-24,31.0,21.0,1.1,9.2,96
2021-04-25,30.9,21.9,1.7,10.1,94
2021-04-26,30.9,22.5,0.9,10.5,96
2021-04-27,31.1,22.8,2.9,7.2,97
2021-04-28,29.8,23.5,28.0,8.0,96
2021-04-29,30.5,22.3,1.9,6.1,97
2021-04-30,29.9,22.2,7.4,11.8,97
2021-05-01,30.6,23.3,3.7,14.7,98
2021-05-02,30.8,24.0,2.5,11.2,96
2021-05-03,29.9,23.4,3.2,16.6,97
2021-05-04,30.8,23.0,1.9,9.2,97
2021-05-05,30.9,23.4,7.8,6.2,98
2021-05-06,30.3,23.5,36.1,8.1,97
2021-05-07,30.8,23.1,9.5,8.4,96
2021-05-08,30.8,23.2,27.6,9.0,98
2021-05-09,31.1,23.5,17.2,9.4,97
2021-05-10,30.6,24.1,1.0,8.3,96
2021-05-11,31.7,23.0,0.1,10.2,94
2021-05-12,31.5,22.7,1.5,8.2,96
2021-05-13,31.1,23.1,2.2,9.3,98
2021-05-14,31.4,22.9,0.8,7.4,97
2021-05-15,31.4,23.7,2.5,8.7,95
2021-05-16,30.7,24.0,4.2,6.8,96
2021-05-17,30.4,23.1,8.1,7.9,96
2021-05-18,29.6,23.2,58.7,8.8,97
2021-05-19,30.9,23.1,1.8,11.6,95
2021-05-20,30.9,24.1,2.7,10.7,97
2021-05-21,30.9,23.5,1.6,7.3,97
2021-05-22,30.0,23.7,7.8,10.1,99
2021-05-23,30.1,22.7,12.4,8.4,96
2021-05-24,31.4,23.3,37.0,7.1,98
2021-05-25,31.1,22.8,2.3,9.0,99
2021-05-26,30.8,22.1,0.3,16.1,96
2021-05-27,30.6,24.0,0.4,18.4,96
2021-05-28,31.1,22.4,4.7,10.7,96
2021-05-29,29.2,23.7,11.9,7.0,98
2021-05-30,30.7,22.8,1.3,9.1,98
2021-05-31,29.9,23.4,6.1,8.5,98
2021-06-01,31.0,23.4,26.2,8.4,98
2021-06-02,31.1,23.5,4.5,9.3,97
2021-06-03,31.0,23.9,2.7,9.0,96
2021-06-04,30.9,24.6,6.3,6.6,99
2021-06-05,30.9,23.7,0.5,7.1,97
2021-06-06,30.4,23.0,4.2,11.6,100
2021-06-07,30.8,22.9,0.8,7.2,96
2021-06-08,30.9,22.8,0.8,7.2,94
2021-06-09,29.5,23.0,2.9,6.5,96
2021-06-10,30.9,23.0,2.8,4.9,96
2021-06-11,29.2,23.5,9.0,9.5,97
2021-06-12,30.8,22.7,6.7,7.9,96
2021-06-13,30.7,22.8,5.7,9.3,96
2021-06-14,30.2,22.1,0.3,17.8,98
2021-06-15,29.6,23.1,4.7,13.0,96
2021-06-16,30.3,22.1,29.9,10.0,98
2021-06-17,27.9,22.9,1.2,8.1,97
2021-06-18,30.5,22.5,15.6,10.6,97
2021-06-19,28.2,22.6,12.5,8.2,97
2021-06-20,29.3,21.9,24.6,8.9,97
2021-06-21,28.6,22.0,11.9,8.2,97
2021-06-22,29.8,22.2,16.4,8.4,97
2021-06-23,29.8,22.1,25.9,5.9,97
2021-06-24,27.0,22.2,8.6,13.1,99
2021-06-25,30.2,22.1,2.7,9.8,98
2021-06-26,29.8,21.8,8.5,13.1,95
2021-06-27,30.4,22.1,14.7,9.9,96
2021-06-28,29.6,22.6,4.4,9.0,96
2021-06-29,29.8,22.5,7.8,9.4,96
2021-06-30,29.5,23.4,3.7,9.3,99
2021-07-01,28.5,22.9,4.3,14.0,98
2021-07-02,30.0,21.4,0.3,19.6,96
2021-07-03,30.9,21.6,0.0,8.9,98
2021-07-04,31.2,21.5,0.2,8.0,93
2021-07-05,30.5,22.7,0.6,7.3,94
2021-07-06,30.8,22.3,0.5,6.6,98
2021-07-07,29.5,21.8,0.1,8.7,91
2021-07-08,30.9,21.8,0.0,11.3,96
2021-07-09,31.3,22.5,1.0,10.7,90
2021-07-10,30.8,23.5,10.1,12.0,97
2021-07-11,30.3,23.2,2.9,16.1,98
2021-07-12,30.9,21.8,0.0,14.5,99
2021-07-13,30.0,20.8,0.2,10.0,96
2021-07-14,29.0,23.5,0.0,9.2,90
2021-07-15,31.5,21.6,0.0,9.4,96
2021-07-16,31.1,22.6,0.0,12.0,90
2021-07-17,31.5,21.9,0.3,8.9,95
2021-07-18,32.3,21.1,0.0,11.3,96
2021-07-19,31.1,22.6,5.8,7.0,95
2021-07-20,30.4,22.6,23.4,9.2,96
2021-07-21,31.0,23.3,2.9,8.6,95
2021-07-22,29.9,22.4,0.1,9.7,99
2021-07-23,29.9,23.4,19.9,8.4,98
2021-07-24,30.1,22.9,5.0,9.2,96
2021-07-25,31.5,20.7,0.0,9.4,97
2021-07-26,30.9,21.0,0.0,12.8,95
2021-07-27,31.7,20.6,0.0,10.1,93
2021-07-28,31.4,20.4,0.0,7.7,96
2021-07-29,31.6,22.2,0.3,11.5,93
2021-07-30,31.7,21.6,0.3,9.8,92
2021-07-31,30.5,22.9,2.9,10.4,96
2021-08-01,31.1,23.1,2.4,8.4,97
2021-08-02,30.0,23.1,3.4,8.9,94
2021-08-03,31.8,22.7,1.1,13.5,96
2021-08-04,32.2,23.0,6.9,10.5,93
2021-08-05,30.9,22.6,17.1,11.8,98
2021-08-06,31.5,22.3,0.2,15.4,95
2021-08-07,30.2,21.5,3.1,16.9,95
2021-08-08,31.5,22.7,5.7,12.7,96
2021-08-09,31.1,23.1,7.9,13.8,97
2021-08-10,28.7,23.0,32.2,6.1,96
2021-08-11,30.9,21.7,0.0,9.5,95
2021-08-12,31.4,21.4,0.0,8.6,89
2021-08-13,30.1,22.2,0.9,11.8,89
2021-08-14,31.0,22.5,1.5,13.2,96
2021-08-15,31.6,23.0,0.0,17.3,96
2021-08-16,31.4,21.6,0.0,14.3,92
2021-08-17,31.4,22.3,0.7,7.6,96
2021-08-18,31.0,22.8,20.1,10.6,94
2021-08-19,29.8,22.4,6.8,10.9,98
2021-08-20,31.1,22.5,6.0,11.7,98
2021-08-21,29.8,22.0,13.5,7.6,97
2021-08-22,30.4,22.1,0.5,14.0,96
2021-08-23,30.9,22.0,1.0,10.5,95
2021-08-24,30.7,22.4,0.5,8.0,93
2021-08-25,30.6,22.5,0.0,10.7,88
2021-08-26,31.8,21.8,0.0,12.1,89
2021-08-27,31.2,21.9,0.0,10.2,89
2021-08-28,32.0,22.5,0.2,14.6,82
2021-08-29,30.5,22.8,0.2,8.2,97
2021-08-30,32.0,22.5,1.5,7.3,96
2021-08-31,31.1,23.0,11.7,9.9,98
2021-09-01,32.0,22.1,2.2,16.3,97
2021-09-02,30.8,22.7,0.3,8.8,94
2021-09-03,31.1,23.1,0.0,13.0,90
2021-09-04,31.9,23.2,0.1,11.1,88
2021-09-05,33.3,22.9,1.4,12.8,92
2021-09-06,30.8,23.1,12.7,15.5,97
2021-09-07,29.4,22.2,26.5,9.3,99
2021-09-08,30.7,21.8,2.6,7.6,96
2021-09-09,30.6,21.5,0.0,14.3,96
2021-09-10,31.8,21.4,0.0,10.6,91
2021-09-11,31.8,23.0,0.7,8.6,91
2021-09-12,29.6,23.6,29.3,8.4,94
2021-09-13,31.5,23.1,15.2,16.3,98
2021-09-14,25.1,22.6,42.4,9.2,98
2021-09-15,29.9,22.6,0.1,8.9,100
2021-09-16,31.6,22.2,2.4,10.8,95
2021-09-17,31.5,22.5,1.3,13.7,99
2021-09-18,32.0,23.0,0.1,11.5,94
2021-09-19,31.4,23.5,8.6,13.0,93
2021-09-20,30.2,23.0,1.1,13.1,90
2021-09-21,30.8,22.1,4.6,8.5,93
2021-09-22,31.1,22.4,6.7,15.0,96
2021-09-23,31.5,22.8,11.2,14.2,98
2021-09-24,32.4,22.5,7.2,13.7,97
2021-09-25,31.8,23.2,4.4,9.7,96
2021-09-26,31.4,23.4,5.6,14.3,97
2021-09-27,31.1,23.8,10.2,13.3,96
2021-09-28,30.9,23.4,8.3,6.5,97
2021-09-29,31.1,22.5,1.4,6.2,97
2021-09-30,31.6,22.9,3.4,9.0,96
2021-10-01,31.0,24.1,11.7,9.8,94
2021-10-02,31.5,24.0,2.0,12.4,95
2021-10-03,30.5,22.6,1.1,7.9,94
2021-10-04,31.1,23.1,5.3,10.0,95
2021-10-05,32.3,23.5,6.4,12.9,95
2021-10-06,31.3,22.2,1.0,10.9,89
2021-10-07,31.6,22.8,0.1,9.0,87
2021-10-08,31.4,22.1,0.0,8.8,90
2021-10-09,32.5,23.3,0.1,8.3,91
2021-10-10,32.8,23.7,3.1,13.4,92
2021-10-11,32.0,23.0,0.8,11.2,93
2021-10-12,32.9,22.2,0.9,12.0,92
2021-10-13,35.0,23.9,2.2,17.4,91
2021-10-14,34.0,23.8,0.3,13.8,91
2021-10-15,34.4,24.4,3.0,11.1,94
2021-10-16,33.7,24.2,10.9,10.5,94
2021-10-17,33.0,23.1,20.4,10.8,99
2021-10-18,28.6,22.8,7.4,12.4,99
2021-10-19,32.1,22.4,12.1,20.5,98
2021-10-20,31.1,24.0,2.2,8.5,95
2021-10-21,30.6,23.0,18.6,10.5,98
2021-10-22,31.4,22.5,12.9,10.6,97
2021-10-23,31.9,22.5,3.4,10.5,98
2021-10-24,32.2,23.0,1.0,13.0,95
2021-10-25,32.3,24.0,5.6,10.5,95
2021-10-26,32.8,23.1,3.2,13.6,95
2021-10-27,30.6,23.0,19.9,11.0,97
2021-10-28,30.9,22.5,4.1,14.4,98
2021-10-29,32.2,22.9,17.6,12.0,96
2021-10-30,31.7,23.5,8.0,13.4,96
2021-10-31,31.9,23.5,21.1,9.1,97
2021-11-01,28.1,22.2,14.0,12.3,100
2021-11-02,30.6,22.5,10.0,10.0,97
2021-11-03,30.7,23.0,11.6,11.2,98
2021-11-04,32.0,23.1,28.1,13.4,97
2021-11-05,28.6,22.5,2.6,9.4,97
2021-11-06,31.5,23.2,15.2,7.3,98
2021-11-07,30.8,22.8,36.8,19.7,98
2021-11-08,30.8,23.0,2.1,9.5,99
2021-11-09,31.1,23.4,17.3,12.9,96
2021-11-10,29.6,23.4,12.4,14.6,98
2021-11-11,28.5,23.0,1.1,12.0,95
2021-11-12,31.7,24.3,1.2,12.5,92
2021-11-13,30.7,23.4,14.5,8.3,96
2021-11-14,29.7,23.5,4.5,8.0,96
2021-11-15,27.7,22.9,21.8,9.7,99
2021-11-16,30.6,22.6,1.8,10.3,96
2021-11-17,30.9,23.0,9.6,12.6,96
2021-11-18,30.4,23.6,13.5,18.8,100
2021-11-19,27.6,23.4,28.8,11.9,99
2021-11-20,30.5,23.4,11.9,10.0,96
2021-11-21,30.0,22.5,0.1,16.5,96
2021-11-22,30.0,23.5,11.3,13.2,92
2021-11-23,29.3,23.8,4.8,15.7,94
2021-11-24,30.1,22.8,0.0,9.7,92
2021-11-25,32.0,21.4,0.3,12.5,88
2021-11-26,30.6,23.5,9.3,11.4,97
2021-11-27,30.4,23.2,7.9,17.0,97
2021-11-28,29.8,23.5,20.8,11.8,93
2021-11-29,30.4,23.0,19.6,12.0,96
2021-11-30,30.5,22.9,44.0,9.4,98
2021-12-01,31.2,22.9,0.0,17.5,100
2021-12-02,32.1,23.0,0.4,17.3,89
2021-12-03,31.0,23.0,3.2,10.5,89
2021-12-04,26.5,23.4,19.1,13.5,99
2021-12-05,26.1,23.0,6.4,6.7,98
2021-12-06,29.0,22.7,26.8,14.5,97
2021-12-07,27.0,22.6,34.8,10.4,97
2021-12-08,30.0,22.0,3.6,11.2,99
2021-12-09,30.8,22.5,2.8,9.3,98
2021-12-10,29.6,22.6,11.8,15.3,97
2021-12-11,30.4,22.7,15.0,14.3,99
2021-12-12,30.7,23.7,16.5,9.4,96
2021-12-13,31.5,22.7,10.2,12.6,94
2021-12-14,30.9,23.0,5.9,9.9,99
2021-12-15,31.5,23.5,10.7,6.6,97
2021-12-16,32.0,23.6,31.3,8.7,97
2021-12-17,31.0,22.9,26.7,16.8,98
2021-12-18,31.1,23.6,9.4,9.6,97
2021-12-19,31.9,22.9,5.4,10.3,97
2021-12-20,29.6,22.6,7.9,12.5,99
2021-12-21,28.5,23.2,3.9,8.7,100
2021-12-22,30.1,22.4,7.6,8.6,97
2021-12-23,30.7,22.2,7.2,14.9,97
2021-12-24,30.0,23.3,13.7,11.7,98
2021-12-25,28.5,21.9,11.2,13.7,98
2021-12-26,30.1,22.4,6.4,10.5,99
2021-12-27,29.7,22.5,9.2,11.7,99
2021-12-28,28.7,22.6,13.1,13.6,100
2021-12-29,30.0,21.5,3.2,10.2,99
2021-12-30,29.0,22.5,3.0,9.0,97
2021-12-31,30.2,22.4,3.4,14.8,98
2022-01-01,30.0,22.6,3.1,16.6,94
2022-01-02,31.4,22.5,3.3,11.2,93
2022-01-03,32.4,22.5,0.2,10.6,89
2022-01-04,31.7,21.6,0.0,10.5,89
2022-01-05,31.4,22.6,14.7,13.9,96
2022-01-06,30.2,22.1,16.3,10.0,98
2022-01-07,30.6,22.5,18.8,12.0,97
2022-01-08,31.5,22.7,5.2,12.3,97
