tanggal,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,relative_humidity_2m_max,TAVG_openmeteo
2025-12-28,31.6,23.6,18.8,11.7,95,27.6
2025-12-29,30.6,23.8,8.0,11.2,98,27.200000000000003
2025-12-30,30.2,22.9,21.2,18.4,100,26.549999999999997
2025-12-31,26.6,22.8,30.9,10.7,98,24.700000000000003
2026-01-01,29.4,23.0,12.1,15.7,96,26.2
2026-01-02,30.0,22.7,26.5,9.7,98,26.35
2026-01-03,26.4,23.1,25.3,13.0,97,24.75
2026-01-04,29.5,21.5,14.1,10.4,97,25.5
2026-01-05,30.4,23.3,2.3,11.9,97,26.85
2026-01-06,32.1,22.8,6.3,13.7,94,27.450000000000003
2026-01-07,29.9,23.3,2.4,13.6,98,26.6
2026-01-08,29.1,23.4,1.5,17.1,92,26.25
2026-01-09,30.1,23.5,1.0,22.1,92,26.8
2026-01-10,26.6,23.0,5.7,16.3,94,24.8
2026-01-11,28.2,23.1,5.5,18.2,94,25.65
2026-01-12,26.7,22.1,36.7,18.2,99,24.4
2026-01-13,28.9,22.6,9.0,20.3,94,25.75
2026-01-14,27.5,23.0,7.5,17.2,92,25.25
2026-01-15,27.6,23.0,1.4,22.4,92,25.3
2026-01-16,29.1,23.1,9.8,15.2,91,26.1
2026-01-17,27.6,22.6,24.5,14.9,99,25.1
2026-01-18,27.3,22.5,16.7,15.4,98,24.9
2026-01-19,28.2,22.5,2.7,13.6,96,25.35
2026-01-20,28.7,22.4,12.5,17.4,97,25.549999999999997
2026-01-21,28.2,22.9,11.2,21.1,96,25.549999999999997
2026-01-22,25.9,22.2,39.4,16.8,98,24.049999999999997
2026-01-23,26.2,22.5,36.5,18.6,100,24.35
2026-01-24,28.0,22.4,4.4,20.1,98,25.2
2026-01-25,29.7,22.4,5.8,15.1,99,26.049999999999997
2026-01-26,29.0,22.5,5.6,13.8,100,25.75
2026-01-27,28.4,22.7,16.3,15.9,99,25.549999999999997
2026-01-28,27.2,22.6,56.9,16.7,99,24.9
2026-01-29,28.1,22.5,31.6,14.0,99,25.3
2026-01-30,29.1,22.5,6.9,11.8,99,25.8
2026-01-31,28.3,22.1,10.8,11.0,100,25.200000000000003
2026-02-01,28.9,22.4,23.6,16.6,100,25.65
2026-02-02,27.9,22.4,20.3,17.2,98,25.15
2026-02-03,29.2,21.7,9.2,13.8,98,25.45
2026-02-04,28.6,22.3,8.0,15.0,96,25.450000000000003
2026-02-05,28.2,23.0,8.7,15.5,90,25.6
2026-02-06,28.8,23.5,3.1,21.8,90,26.15
2026-02-07,28.1,23.0,8.2,15.5,96,25.55
2026-02-08,28.4,22.1,11.0,14.5,98,25.25
2026-02-09,28.1,22.7,17.7,11.4,100,25.4
2026-02-10,28.5,22.0,12.9,11.8,97,25.25
2026-02-11,30.5,22.5,16.3,15.4,97,26.5
2026-02-12,30.1,22.6,19.6,15.9,97,26.35
2026-02-13,28.6,22.6,5.5,9.8,97,25.6
2026-02-14,29.5,21.5,14.3,15.9,100,25.5
2026-02-15,29.2,22.5,15.1,11.7,100,25.85
2026-02-16,28.2,23.3,10.1,16.9,96,25.75
2026-02-17,29.5,23.9,4.4,18.2,93,26.7
2026-02-18,28.5,23.2,3.3,10.4,97,25.85
2026-02-19,27.2,22.3,31.3,14.8,99,24.75
2026-02-20,28.9,22.3,22.5,16.0,99,25.6
2026-02-21,29.1,23.0,15.6,12.7,97,26.05
2026-02-22,29.6,22.8,48.5,15.7,99,26.200000000000003
2026-02-23,27.6,22.8,28.3,13.9,99,25.200000000000003
2026-02-24,30.7,23.4,0.0,17.0,92,27.049999999999997
2026-02-25,31.5,22.5,0.0,14.0,94,27.0
2026-02-26,30.4,23.4,0.0,18.5,86,26.9
2026-02-27,28.2,23.4,9.0,18.4,92,25.799999999999997
2026-02-28,29.3,24.0,4.1,19.9,85,26.65
2026-03-01,31.2,23.6,6.2,16.6,93,27.4
2026-03-02,29.0,23.4,16.8,18.0,93,26.2
2026-03-03,30.0,23.2,15.4,19.1,93,26.6
2026-03-04,29.1,23.9,10.0,21.4,88,26.5
2026-03-05,29.0,24.0,1.1,22.0,90,26.5
2026-03-06,27.6,23.0,6.6,20.9,94,25.3
2026-03-07,29.1,22.4,22.5,17.9,99,25.75
2026-03-08,28.2,22.2,23.6,13.0,98,25.2
2026-03-09,30.5,22.2,15.8,14.8,96,26.35
2026-03-10,31.8,22.6,0.8,16.9,96,27.200000000000003
2026-03-11,32.0,22.9,0.8,13.0,100,27.45
2026-03-12,32.3,22.0,0.2,12.9,97,27.15
2026-03-13,32.1,22.2,0.0,9.4,100,27.15
2026-03-14,32.1,21.6,0.1,15.6,91,26.85
